time,11,12,13,14,15,16,17,21,22,23,24,25,26,27,28,29,31,32,33,35,41,42,43,50,51,52,53
1980,4138117.66707001,2746404.63889168,8684568.28893782,988573.17003095,28671904.0678596,1524443.32966998,1286722.96448548,18150538.2032868,7967745.46106365,24276030.2560775,7168783.19898427,12055512.3341469,34119291.893631,9523942.18111293,4290702.2208523,41291649.4293571,164503515.868569,26888597.3830831,261885327.252887,675601789.191446,80095066.3313342,63803701.0588619,120009929.07379,16637626.545032,9131278.66489522,34525264.7627095,85691352.4111271
1989,8982985.08335375,3452815.13247209,16157787.6662801,2396214.37024145,40340721.8489188,2747931.52013177,7189658.15032213,22929696.470923,10680870.7136137,29171928.3958164,12276306.624979,15999043.1204497,44339754.2544538,14332032.1436021,12554150.212528,65788953.2238878,201589304.236676,36201253.2711472,290003613.150493,769895536.064521,110153209.891838,80959339.9194671,126004383.858157,18899920.6100276,16506289.2153134,45070219.3802562,71980669.286898
1990,8911364.56733956,3579888.10663203,16160392.6132879,2499588.924839,42349504.2497605,2785523.89756174,6918218.53673977,22660643.7487705,10733695.7422889,32558210.3489925,10615672.105077,16456709.8612092,50886814.3035233,15487583.7784208,12752439.1850931,70009715.9425173,197253727.126771,35112577.444533,277917370.31159,729011518.493493,110069727.870636,78987028.4699081,132519764.925644,19005063.7962438,16752963.2003723,45075242.9459147,74373866.4798679
1991,9248781.40211984,3757043.3345579,16274727.5952673,2668318.94996108,41446579.4643364,2935518.1135254,7155728.68931521,23612714.4676312,11222713.253966,34462274.9081082,12750125.6551387,16885135.1665124,55022225.0270075,15877608.6063094,12927649.3024581,72158156.4629323,202235049.626845,37497466.0480631,279681128.251197,725506392.638224,110034222.565175,81203891.5245234,144605371.531108,20027120.7621991,18004948.8221874,46148991.6359607,75402123.593674
1992,9926946.47519474,3866137.36731238,15654273.1162102,2760440.36847527,42866753.269724,3187326.85846261,7422702.36073241,22982187.2735605,10953170.5646127,36477692.6959924,15313745.8102232,16513578.8634714,59493707.5224424,16353401.9025336,12832637.638182,74372527.7846314,198000332.741056,38523745.1310726,274836450.449786,707365256.349322,109888465.754783,84052398.193705,157793167.588115,20432269.1403116,20008327.7120881,47003510.9899741,76365613.2504268
1993,10128419.7649809,3993758.76709823,17859230.6581368,2870362.01988682,45877905.0695272,3510331.93333155,7589307.61804223,24386340.4456379,11543967.3633584,38718642.2963721,17336124.2624076,15995622.9298818,56460884.8268376,15717274.1170712,13407162.6627843,82315856.1929273,206375178.400086,39620754.5395178,278566009.903924,751101865.572248,120885030.291938,88744882.3801822,162687106.640482,22060323.9852991,21434105.1789882,50023933.6738763,79848954.2896181
1994,11018115.3762068,4056303.89187842,22089788.591852,2971954.86513155,45144977.4408255,3688658.61392494,7792360.68167524,24940337.5694508,12426026.3851094,43159881.9697345,18545072.4612942,18069072.760445,58072337.63318,16844795.18795,13729473.4197961,87963004.3317604,217823804.137913,42274294.3103281,285200274.693332,795726763.403108,127549246.654418,91711569.0047207,169520322.161307,22807787.8231467,23982369.183563,51378868.6253268,82144878.9190351
1995,11386556.6277658,4223897.90406262,27078274.7836083,3112678.99533407,45159307.0904731,3855489.37111406,8130888.62582438,25325943.4305665,12672406.6172037,48110556.0825916,19838327.6093852,18793518.1100411,59729782.990915,16551440.3718613,13871073.4053724,93997566.0695868,224717889.126021,42455139.4845082,292435205.651203,832949747.16695,129824723.368603,97007213.4398628,176640547.730551,23939063.0600838,24450286.4312482,52322449.3193889,85039169.9713885
1996,11783480.3948281,4308741.69566078,30432708.4349374,3223499.10621019,45284172.5005505,4056926.36716661,8315376.14166201,26415181.1920923,13098311.8216655,49761388.3574985,20377643.6283578,19290571.0900914,59904874.9890418,16582586.3000631,14345130.9960842,95554904.6281262,233013624.106997,45102042.6647948,295327506.466527,843549396.134294,136781105.236404,100494868.667607,176293599.559276,24460029.915929,25155975.8092732,53703710.3998499,87569046.6158674
