time,Acre,Alagoas,Amapá,Amazonas,Bahia,Ceará,Distrito Federal,Espírito Santo,Goiás,Maranhão,Mato Grosso,Mato Grosso do Sul,Minas Gerais,Paraná,Paraíba,Pará,Pernambuco,Piauí,Rio Grande do Norte,Rio Grande do Sul,Rio de Janeiro,Rondônia,Roraima,Santa Catarina,Sergipe,São Paulo,Tocantins
2000,15.415785998178237,12.02111956523882,10.746973977602796,20.208491105397528,11.078645288856684,9.035885222116011,-4.410396711470147,17.162819890623243,18.284989438146066,15.527897882584247,20.26402732657962,11.287374537009942,12.053165708486597,9.057885423704162,11.19534842533646,15.427858999489544,8.36155230798073,12.666222563262556,12.352114723367512,10.536850207144138,9.853792267818848,10.121429985089154,13.19185985207547,16.582719634608708,10.053229677474121,10.674961097523312,21.753948991977463
2001,14.895201317851944,9.260075136824048,18.874953912661173,7.765019510959907,9.828786603444064,8.517753690537775,10.862872600142865,4.667281820344112,13.962822461154245,12.685847493041056,9.679838516719503,16.174921061594166,10.637876040294476,10.534589840070819,16.181955048998894,17.171935483397345,12.188424580468334,6.761619418660721,13.416894481967548,12.82829580304269,8.832779674213228,10.135549021900756,14.43644246387974,12.551673780934294,22.617260938485288,9.26929480568954,31.90693607217629
2002,20.044344631823154,35.91722881049948,13.255814147541004,22.39820923450495,15.161880925976618,17.06326693360284,4.616934625421338,11.158754300672841,29.13414785771368,18.66176452684299,17.66205376008693,25.00848765970697,11.45912705000484,15.47153587373708,17.499733674161586,18.639824114098534,19.213185237969217,10.041783207918149,31.163817548729934,7.081630841057536,21.178233461397568,14.030310783081623,17.652071177017987,11.761661934517585,28.85131965513514,11.95325987502518,9.89619946254673
2003,13.661793268335993,9.42351436739291,7.55833832018789,17.058517821073487,14.158446031009717,13.818726661661824,8.448493753501712,16.52596952116191,17.935899282838328,22.474857609609845,39.115104629321365,32.88322734255515,16.214923147351694,24.71074099643211,15.618543344362577,14.303943269882188,7.6542338324971535,18.143088898981908,9.572174078152385,20.717011428880884,9.945083284948154,26.21152895898699,8.446706211829017,17.650968919159986,13.714791414347784,13.98693006959631,24.232235485047333
2004,12.044442286202258,11.255336053542333,12.057471079150181,20.217055560844283,16.014323469624742,12.8593760449357,14.746754334926482,26.058899005574588,12.17336035916853,13.455598910931194,25.064796370931262,6.983898522083516,19.198289712535402,12.188465489283686,6.920325256209832,23.133593779112836,15.887426900019824,11.783382834806968,16.05708838372168,9.944912901569262,19.031681227810456,16.759992827593816,8.815299136765582,14.85291342734753,13.504183215493601,10.398361102050954,9.667396060607297
2005,13.65162765462924,10.250078551605931,12.593535769751668,9.29596751388261,13.293890260994479,11.29994793284052,12.904929975108272,18.342477033616543,5.403310887846632,13.45441876516125,2.6008373499154054,1.5101204382553917,9.596446365969012,3.25064987043903,11.41904546259917,8.719960541657189,11.688144264579677,13.87740830478115,15.734160549739231,3.9412120259644086,11.866717836049837,13.695857956656651,13.131594395125049,10.772058385063437,8.202150858209253,13.796863338745025,6.284975136453021
2006,8.399469746064543,12.342325603743248,22.627014148676043,17.516722714366672,7.991582872912565,13.251178005048727,11.789791252735395,13.703103840385833,13.942772198398618,18.349249721431175,-10.38294155758573,12.402967335486931,12.897928885047069,7.989521349656968,18.686266270081617,13.474195931667563,10.439757306506278,24.726335378236815,14.640246431622547,8.257261188352667,11.084058569738083,4.339032663590696,19.071092837481952,11.666821828538348,13.788383435256732,10.966574093461817,12.303505489572277
2007,17.082753533125675,14.23109807031876,13.855816386161093,8.88122876563927,14.66392062189331,9.286877826069201,10.326541234148651,13.456802265036266,16.350466977789132,3.433863750441214,23.867666509284234,12.812676546561944,13.02348866566522,20.02246144524069,9.942381270846514,12.75220311181341,12.56915413603385,2.8113290557418678,14.976480686605282,13.810319787148579,7.993677268671506,10.598953803120759,10.541881922506846,13.907493224861273,10.954166427625967,13.477250733815344,17.7599321965989
2008,17.443257559490615,12.032595205559625,15.59894240737208,10.66126081201022,11.285082105174734,18.884418032407684,18.088685515730745,18.847783559060538,15.413679387062151,23.43421106323525,29.38637585596432,20.390712707910467,15.914934976724183,12.393381419163452,17.37143095593412,17.5711686081144,12.73567077454007,17.961850119593755,9.80536364506482,13.225464436135825,16.86370189800758,19.71943381998086,15.19186582358346,17.111243114353243,17.564216494817067,11.420576585866998,18.87156322612217
2009,15.562033023647265,8.624865495673289,7.7728186799834775,5.08066410940478,13.376647025287083,11.229528333207593,12.714643994445055,-3.989111951842971,12.677126686248577,8.07269995715009,7.094988354759579,9.106974374381942,3.1715676088527935,5.91960607626105,12.424269437078825,1.1616684803501907,13.274387334019192,16.929281246952787,7.066693980316178,7.420034278326771,3.533057281029317,14.112765454505274,17.14449936821826,6.273830283525168,1.3486782239065909,8.113461201272427,12.985803613336081
