ano,mes,sigla_uf,densidade
2017,1,RR,7.2545500156545
2017,1,RJ,18.264346781521
2017,1,AP,6.9271822010878
2017,1,AL,4.560068092444
2017,1,GO,12.804921850906
2018,1,RO,8.0323936143113
2018,1,AC,7.4437784091252
2018,1,RR,7.2832717225756
2018,1,TO,7.3195999984518
2018,1,AL,4.7664525065443
2018,1,MS,14.770449223724
2018,1,ES,13.879720821561
2018,1,PE,5.7587742178885
2018,1,GO,14.188454782076
2018,1,PA,4.3152151619505
2018,1,RJ,19.230740244786
2018,1,MT,11.71289718419
2018,1,RS,16.667380559477
2018,1,AM,7.0974999101785
2018,1,CE,8.2611418929855
2018,1,MA,3.9516707239149
2018,1,AP,7.9295794775624
2018,1,DF,23.27682299789
2018,1,PB,7.6001389124191
2018,1,SP,22.296686722608
2018,1,PR,18.46948102676
2018,1,SC,20.118206108958
2018,1,RN,9.9034417706515
2018,1,MG,13.881872215374
2018,1,BA,5.9573929252713
2018,1,SE,8.3138267465461
2018,1,PI,5.3644055134461
2019,1,AC,7.3998147860549
2019,1,MT,12.396433699264
2019,1,RJ,19.209065755398
2019,1,BA,6.9473274033886
2019,1,RS,18.273540869254
2019,1,DF,24.612036899146
2019,1,RR,6.4668868199414
2019,1,PB,8.6678180085755
2019,1,MA,4.091069650486
2019,1,PR,20.044608583165
2019,1,MG,15.579438517666
2019,1,PE,6.0905864961637
2019,1,SE,9.1125080542227
2019,1,RO,8.8116732637721
2019,1,MS,15.238991813387
2019,1,PA,4.675082401509
2019,1,RN,11.107527716218
2019,1,SP,23.150584809447
2019,1,ES,14.830852373937
2019,1,PI,5.9832178037213
2019,1,CE,9.7067107817854
2019,1,GO,14.55088243143
2019,1,SC,21.361561468358
2019,1,AM,7.9788296409533
2019,1,TO,7.6785476608268
2019,1,AP,8.0456278164761
2019,1,AL,5.3482885019351
2020,1,RJ,19.901675898959
2020,1,MT,12.972575998733
2020,1,RS,19.225798104443
2020,1,RR,5.964893745223
2020,1,PA,4.8576026707382
2020,1,AC,7.8873159586591
2020,1,ES,14.804747863088
2020,1,PR,20.214742805137
2020,1,RN,11.596494064621
2020,1,AP,9.1834164763973
2020,1,MG,16.621657798029
2020,1,AM,8.4868323747761
2020,1,GO,14.279316774275
2020,1,MA,4.5416788630566
2020,1,PB,10.139898514905
2020,1,TO,7.3029107374691
2020,1,BA,7.509663106405
2020,1,MS,14.751639626828
2020,1,CE,10.564331579297
2020,1,SC,24.073273347376
2020,1,SP,23.607418350498
2020,1,DF,23.792611469362
2020,1,PE,6.8106849891562
2020,1,RO,10.251881444387
2020,1,PI,6.5406707203625
2020,1,AL,5.335659325628
2020,1,SE,10.12578435774
2021,1,SC,29.15130530126
2021,1,PE,7.0947269316322
2021,1,MT,14.558932794891
2021,1,SE,13.307101623152
2021,1,ES,15.812666767059
2021,1,AM,9.4293243314541
2021,1,BA,8.7522204348456
2021,1,RO,12.617369715997
2021,1,CE,12.718035271837
2021,1,DF,25.496661537621
2021,1,MA,5.198691479125
2021,1,MS,15.571294022839
2021,1,AL,5.8179471365875
2021,1,RS,22.537258907992
2021,1,PA,5.7664676618633
2021,1,TO,7.1257439091261
2021,1,SP,25.216502903596
2021,1,AP,11.417972018153
2021,1,RR,8.2418513865278
2021,1,MG,17.757536796942
2021,1,PB,12.963730885503
2021,1,PI,9.6910235625389
2021,1,AC,9.9756280255347
2021,1,RJ,20.774166398857
2021,1,RN,15.422454808986
2021,1,GO,15.553732740661
2021,1,PR,22.414386237892
2022,1,MA,6.2107888680717
2022,1,PR,25.213227282745
2022,1,RO,15.904946790519
2022,1,CE,15.038742156878
2022,1,SC,31.178802456587
2022,1,ES,18.663417474178
2022,1,PB,14.103285668014
2022,1,SP,27.927621461424
2022,1,MG,21.305148538036
2022,1,DF,26.59769093421
2022,1,PE,8.7742239032918
2022,1,AP,14.362253065987
2022,1,MT,18.177248815188
2022,1,MS,17.486865963085
2022,1,PA,7.4266809948225
2022,1,GO,17.470817331195
2022,1,PI,11.320862556965
2022,1,RR,12.445439266569
2022,1,RJ,21.386001047107
2022,1,RS,26.06302810852
2022,1,RN,17.582534542502
2022,1,AL,7.6594982217308
2022,1,AC,11.28114538261
2022,1,AM,10.938186110288
2022,1,BA,10.183704226093
2022,1,SE,12.884342524227
2022,1,TO,8.8101443171207
2023,1,AM,12.493710631982
2023,1,AC,12.872367853537
2023,1,AL,9.4864894160244
2023,1,MG,24.783046342036
2023,1,RJ,24.139949586796
2023,1,PA,9.3941424313947
2023,1,PE,10.938695573216
2023,1,SC,33.19167457006
2023,1,PR,27.455037084007
2023,1,ES,22.065555997857
2023,1,RN,19.714383997607
2023,1,RS,30.249264142679
2023,1,DF,29.385091165708
2023,1,SP,31.598910312926
2023,1,CE,17.051060046717
2023,1,RO,19.350341805523
2023,1,MA,8.4121802728559
2023,1,MT,20.222268806851
2023,1,PI,12.527988498715
2023,1,SE,16.504748913584
2023,1,PB,16.025230878388
2023,1,AP,19.473679905332
2023,1,GO,19.730574263511
2023,1,RR,13.388275711414
2023,1,TO,13.469501984506
2023,1,MS,20.80502049552
2023,1,BA,12.294140728871
2011,2,CE,3.3073875870006
2011,2,MS,7.0322299822297
2011,2,SP,14.372013958829
2011,2,MA,1.1507143294553
2011,2,MT,5.5539777313729
2011,2,RJ,10.045935788708
2011,2,AL,2.1536333670246
2011,2,RO,3.8510402845862
2011,2,RN,3.4351979954716
2011,2,AC,3.0132545575748
2011,2,DF,15.011283344228
2011,2,GO,6.8741268012795
2011,2,AP,0.49587319984586
2011,2,RS,8.8634041823679
2011,2,RR,1.18984458765
2011,2,TO,3.4379944681293
2011,2,ES,6.7115852506663
2011,2,PA,1.6130060001545
2011,2,PI,1.8361341987742
2011,2,PB,2.9482879837729
2011,2,PR,10.590044967096
2011,2,SE,2.8547637664487
2011,2,BA,2.8821125004334
2011,2,AM,2.0817827860912
2011,2,SC,9.9114242348005
2011,2,MG,7.2439127355261
2011,2,PE,3.0213104198422
2012,2,AM,3.0335531244851
2012,2,SE,3.4720351347484
2012,2,SP,17.008739195995
2012,2,MT,6.3807479009136
2012,2,RJ,11.757318184478
2012,2,AC,3.6496399263105
2012,2,MA,1.396287029482
2012,2,SC,11.040135787995
2012,2,BA,3.6399225300275
2012,2,AL,2.6947149813351
2012,2,AP,0.59272162396372
2012,2,PE,3.8022051928283
2012,2,PR,11.637827500766
2012,2,ES,7.8534812249067
2012,2,PA,1.9860134598798
2012,2,RN,4.4816561890744
2012,2,RR,3.2250849784647
2012,2,PI,2.3208338016081
2012,2,TO,4.0267330471662
2012,2,RO,4.4064949572545
2012,2,MG,8.3669551666311
2012,2,PB,3.5554178096645
2012,2,RS,10.159558063762
2012,2,MS,8.1594621037948
2012,2,GO,7.7448595431889
2012,2,DF,16.532087967917
2012,2,CE,3.8574063623014
2013,2,PA,2.6385303695172
2013,2,SC,12.962823842707
2013,2,SE,4.5930416269713
2013,2,RJ,14.17100779879
2013,2,CE,4.8024722272413
2013,2,AL,3.5506237300472
2013,2,MS,9.4874148374337
2013,2,RO,5.0229212250733
2013,2,ES,9.9426589831884
2013,2,MG,9.6267793457193
2013,2,AM,3.9298409767794
2013,2,PI,3.0919579795669
2013,2,AP,1.7317442549549
2013,2,PB,4.5250920600938
2013,2,BA,4.6533413199725
2013,2,RR,4.7639737265827
2013,2,RS,11.818945442642
2013,2,GO,9.4185438950732
2013,2,MT,7.8480780243287
2013,2,TO,4.9907808031917
2013,2,AC,4.2859251488562
2013,2,PE,4.6007917565593
2013,2,RN,5.574843922213
2013,2,SP,18.6410853584
2013,2,DF,18.76764184839
2013,2,MA,2.0310191033663
2013,2,PR,13.642252065774
2014,2,MT,8.3996388563197
2014,2,RO,5.2317016295436
2014,2,SP,19.765762240457
2014,2,PE,5.050436822301
2014,2,ES,10.441385374564
2014,2,CE,5.4083259061606
2014,2,PI,3.5789591371807
2014,2,RS,12.685019982328
2014,2,SC,13.750210004961
2014,2,AC,4.9986927902553
2014,2,MG,10.273978656029
2014,2,RJ,15.622047996421
2014,2,MS,10.316044404911
2014,2,BA,4.7934886527556
2014,2,GO,10.170704352843
2014,2,RN,6.1722148965059
2014,2,AM,4.23372753794
2014,2,PR,14.447956870061
2014,2,RR,5.7143208379092
2014,2,PA,2.8604807541414
2014,2,PB,5.1132721799725
2014,2,TO,5.1491580095307
2014,2,AL,4.0965968733101
2014,2,AP,2.1247734681549
2014,2,DF,19.865429332477
2014,2,MA,2.2939961005555
2014,2,SE,5.1793946427091
2015,2,DF,21.271874776502
2015,2,MT,9.4076431362904
2015,2,GO,11.199358231254
2015,2,ES,11.62809014764
2015,2,RO,6.7758592784457
2015,2,SP,20.353428240214
2015,2,CE,6.6556022866536
2015,2,AC,6.0451765027509
2015,2,BA,5.1358848728489
2015,2,AP,4.3734818460752
2015,2,MS,11.971834480621
2015,2,RS,13.7040971312
2015,2,PB,5.9293311037213
2015,2,TO,5.8384105606328
2015,2,SC,15.376562620061
2015,2,PI,4.1033042666051
2015,2,AL,4.4464781905814
2015,2,AM,5.1934008012406
2015,2,MG,11.077583943009
2015,2,SE,5.9470871437492
2015,2,PE,5.4081781022442
2015,2,RN,6.8996423657258
2015,2,PA,3.1843100082712
2015,2,RJ,16.633261797321
2015,2,RR,6.5694576363958
2015,2,MA,2.6482713763654
2015,2,PR,15.567279798067
2016,2,MS,12.583833571901
2016,2,ES,12.115337980936
2016,2,BA,5.2323102691711
2016,2,RR,7.0689092581057
2016,2,PR,16.125925802503
2016,2,RN,7.3222599083428
2016,2,MA,2.8703806834089
2016,2,PA,3.4786728229325
2016,2,RS,13.798333290055
2016,2,GO,11.890877808202
2016,2,TO,6.4566907306719
2016,2,CE,6.5979640088185
2016,2,RJ,17.554167897279
2016,2,SP,21.029703613466
2016,2,DF,21.915446183825
2016,2,PI,4.4904726175926
2016,2,AC,6.455776073318
2016,2,SE,6.7031753455402
2016,2,PB,6.2676822578509
2016,2,RO,7.284114276407
2016,2,AL,4.4305900269745
2016,2,AP,6.3726800916681
2016,2,MG,11.738890908621
2016,2,AM,6.3100507422424
2016,2,MT,10.170767842826
2016,2,PE,5.3605963206888
2016,2,SC,16.205716558947
2017,2,BA,5.4089053783422
2017,2,SP,21.493460771658
2017,2,AP,6.9886679577397
2017,2,CE,7.0131819993679
2017,2,RJ,18.303412672136
2017,2,AL,4.54681995604
2017,2,PI,4.9776475789028
2017,2,SE,7.1546695419103
2017,2,RN,8.5509977271929
2017,2,AM,6.6462551731566
2017,2,MT,10.732405776863
2017,2,AC,6.7863208303793
2017,2,ES,12.625421616193
2017,2,RO,7.612129947255
2017,2,RR,7.2578559357796
2017,2,DF,22.65576296782
2017,2,PB,6.6276943002914
2017,2,GO,12.877862498516
2017,2,TO,6.8487744161075
2017,2,MA,3.1993363278534
2017,2,MG,12.494632709705
2017,2,PA,3.7079253073442
2017,2,PR,16.63135789204
2017,2,MS,13.328059421724
2017,2,RS,14.923333185664
2017,2,SC,17.310828792024
2017,2,PE,5.5514489599521
2018,2,AC,7.5669674874852
2018,2,PI,5.4559173125973
2018,2,MA,3.9875838347574
2018,2,AL,4.809345750651
2018,2,BA,6.0048172475685
2018,2,ES,13.867844384313
2018,2,MS,14.842800629675
2018,2,PB,7.702609178653
2018,2,RS,16.640479312049
2018,2,RN,9.9986797844199
2018,2,CE,8.2624278584462
2018,2,AM,7.0981151260922
2018,2,SC,20.40407298161
2018,2,RR,7.2222349780727
2018,2,SE,8.1914990323917
2018,2,TO,7.4095242272903
2018,2,MT,11.903356630979
2018,2,SP,22.395678035721
2018,2,GO,14.15546945671
2018,2,MG,13.933558956977
2018,2,RJ,19.170024731209
2018,2,PA,4.3915422079241
2018,2,PR,18.599700447633
2018,2,DF,23.395002507037
2018,2,PE,5.7074930652216
2018,2,AP,8.1550966376758
2018,2,RO,8.2375672005795
2019,2,RJ,19.550931354152
2019,2,SC,21.617896927056
2019,2,RR,6.6075467247575
2019,2,GO,14.611883757653
2019,2,PR,20.050485785585
2019,2,BA,7.048491161285
2019,2,AL,5.3651115618661
2019,2,AC,7.5775511495344
2019,2,AM,8.0924400782138
2019,2,SP,23.189634909344
2019,2,PA,4.6497593708278
2019,2,MA,3.7750380060995
2019,2,CE,9.7881705209181
2019,2,RS,18.399547027456
2019,2,RN,11.12310686086
2019,2,TO,7.9441677077781
2019,2,MS,15.400489733892
2019,2,RO,8.9242137951478
2019,2,DF,24.636745248181
2019,2,MT,12.391204178503
2019,2,PE,6.168974970657
2019,2,AP,8.0059650823273
2019,2,PI,5.9846881527546
2019,2,ES,14.832262105313
2019,2,MG,15.808651838046
2019,2,PB,8.6899123632302
2019,2,SE,9.0523318181738
2020,2,ES,15.204334789046
2020,2,AP,9.4794917059916
2020,2,PI,6.5461698806713
2020,2,TO,7.6960147908341
2020,2,MA,4.5616359496669
2020,2,SE,10.682317279014
2020,2,BA,7.4588195142575
2020,2,PA,4.9015298973075
2020,2,AC,7.9949202605634
2020,2,SC,24.485023143741
2020,2,RR,6.0050085759895
2020,2,MT,12.982620579452
2020,2,CE,10.373235971046
2020,2,GO,14.291969313603
2020,2,PE,6.7840031741943
2020,2,PR,20.43899587868
2020,2,RJ,19.998757018775
2020,2,AL,5.2223960457332
2020,2,PB,10.427271213677
2020,2,RS,19.841588983056
2020,2,AM,8.5736924482646
2020,2,SP,23.658236040559
2020,2,RO,10.435988690233
2020,2,RN,12.03070103024
2020,2,DF,24.003637487613
2020,2,MG,16.715744418281
2020,2,MS,14.707342894135
2021,2,AL,5.8786654385756
2021,2,AM,9.9478244006128
2021,2,AC,10.00391293168
2021,2,BA,8.8840835559964
2021,2,PA,5.911104283925
2021,2,TO,7.4536801807014
2021,2,GO,15.800684328759
2021,2,CE,12.862585735678
2021,2,PR,23.404918363023
2021,2,RJ,20.474613054136
2021,2,RS,22.785022778221
2021,2,RN,15.855456663738
2021,2,SP,25.551504490246
2021,2,MG,18.401345327072
2021,2,MT,16.484280617772
2021,2,PE,7.3873037109396
2021,2,AP,11.422613611705
2021,2,DF,25.910029265348
2021,2,PI,9.1599217426283
2021,2,MS,15.672098680356
2021,2,RR,8.7379056086923
2021,2,RO,12.622880553978
2021,2,PB,12.43413115763
2021,2,SC,28.099020172625
2021,2,MA,5.132222509269
2021,2,ES,16.219452900701
2021,2,SE,11.978237225626
2022,2,PI,10.914239851153
2022,2,SP,28.076089390045
2022,2,AM,10.812190646593
2022,2,PA,7.2486955863903
2022,2,PE,8.91439227692
2022,2,AL,7.6361722744522
2022,2,CE,13.991264617589
2022,2,MS,17.578864097763
2022,2,AP,14.79091581369
2022,2,DF,26.323640858669
2022,2,AC,11.355025383845
2022,2,RN,17.343634465752
2022,2,RJ,21.351505945395
2022,2,GO,17.803526744761
2022,2,MG,21.440521713066
2022,2,MA,6.8171136468928
2022,2,PR,25.357387861022
2022,2,TO,8.7994435606643
2022,2,MT,18.400306792321
2022,2,RS,26.374558174459
2022,2,ES,19.03214013457
2022,2,RR,12.50090008932
2022,2,PB,13.963380916549
2022,2,SC,31.560285089282
2022,2,RO,15.338256729823
2022,2,SE,13.050733084909
2022,2,BA,10.401878269374
2023,2,PA,9.417749735958
2023,2,RR,13.190571158709
2023,2,MA,8.3924906776999
2023,2,PE,13.807889134156
2023,2,PI,12.652942615931
2023,2,SP,31.692428031867
2023,2,GO,19.909278622888
2023,2,MT,20.282342934717
2023,2,AC,12.955618257741
2023,2,AM,12.614233065012
2023,2,RJ,24.148682327797
2023,2,RN,20.556043078895
2023,2,PB,15.960367291945
2023,2,SE,16.557429132885
2023,2,RO,20.347042661175
2023,2,BA,12.351050481887
2023,2,MG,24.964060561131
2023,2,TO,12.204432935329
2023,2,PR,27.578848518702
2023,2,CE,17.655517347749
2023,2,RS,30.380774570594
2023,2,AL,9.3995832468695
2023,2,ES,22.463627100764
2023,2,MS,21.024921101317
2023,2,DF,29.839570787784
2023,2,SC,33.413341908465
2023,2,AP,19.294131761344
2007,3,PR,4.0466708730538
2007,3,RR,0.29740113676678
2007,3,PB,1.2431559346329
2007,3,CE,1.219167137738
2007,3,MG,1.9999384120158
2007,3,AM,0.38472880414104
2007,3,PI,0.99766342487441
2007,3,MT,2.9126941704728
2007,3,SC,4.8256992890213
2007,3,MS,3.3907155890323
2007,3,PA,0.93288088476315
2007,3,RN,0.8829211238731
2007,3,BA,1.2935687820464
2007,3,GO,2.788750752573
2007,3,RJ,4.2876108810594
2007,3,TO,1.7229333205834
2007,3,DF,9.6215093313824
2007,3,PE,1.2729445204171
2007,3,ES,2.7512170621066
2007,3,SE,1.4320715655923
2007,3,MA,0.61307385840614
2007,3,RS,4.6363539477043
2007,3,AL,0.6966379646056
2007,3,AP,0.22834538306991
2007,3,SP,6.8124777854657
2007,3,AC,1.2702560555302
2007,3,RO,1.696986143904
2008,3,TO,2.7553915840739
2008,3,BA,1.746182132436
2008,3,RO,2.5569627915551
2008,3,RN,1.3235713764293
2008,3,AL,1.0365469988999
2008,3,MS,4.6192646011034
2008,3,ES,4.3234281189461
2008,3,SP,9.1503222516463
2008,3,GO,3.9622079542889
2008,3,AM,1.3080736468003
2008,3,MG,3.940064459863
2008,3,PE,1.7730601766378
2008,3,PI,1.2109299832312
2008,3,RS,6.1196818684923
2008,3,AC,2.0232382492733
2008,3,MA,0.79667344964363
2008,3,RJ,6.1728719308058
2008,3,DF,11.933248177961
2008,3,AP,0.35160247296577
2008,3,PA,1.3593580804315
2008,3,SE,2.0724173028515
2008,3,CE,1.7185715929779
2008,3,PB,1.6396870582021
2008,3,PR,5.8381430779883
2008,3,SC,6.7482610702711
2008,3,RR,0.35277023185293
2008,3,MT,4.1792937400242
2009,3,AP,0.328750403966
2009,3,DF,12.171872054836
2009,3,PB,2.1471930819316
2009,3,TO,3.156942070007
2009,3,RN,1.7016639679632
2009,3,AM,1.6140485832921
2009,3,RO,3.0622684233573
2009,3,MT,5.0566631739089
2009,3,PR,7.1471191819507
2009,3,MA,0.95945039711256
2009,3,SP,10.939295352229
2009,3,RS,6.8241414234076
2009,3,SE,2.3114734912027
2009,3,SC,8.2306788816088
2009,3,CE,1.8453523667814
2009,3,RR,0.34218758101032
2009,3,PE,2.1123185493704
2009,3,AL,1.157229108854
2009,3,MG,5.1810238148896
2009,3,RJ,7.643644972311
2009,3,ES,4.9980194854832
2009,3,PA,1.4904541415852
2009,3,AC,2.3475421020979
2009,3,BA,2.1506198756518
2009,3,GO,4.4570243351839
2009,3,PI,1.4044927797368
2009,3,MS,5.1458054551728
2010,3,AP,0.44078524247178
2010,3,RJ,8.6333351842102
2010,3,SC,9.2092281045306
2010,3,ES,5.7580023394134
2010,3,PI,1.5618585611422
2010,3,RR,0.92526909909632
2010,3,AC,2.9037868308804
2010,3,RN,2.124338773581
2010,3,MS,5.9637415494527
2010,3,DF,14.614376928787
2010,3,SE,2.5039127504915
2010,3,AM,1.8286863213808
2010,3,GO,6.3471780900095
2010,3,PE,2.5542390595688
2010,3,SP,12.765870603789
2010,3,CE,2.2886449615334
2010,3,PA,1.4925965124585
2010,3,PB,2.4409874678375
2010,3,AL,1.1978994381688
2010,3,BA,2.3778036629654
2010,3,MT,5.3235974910151
2010,3,MG,5.8913294289466
2010,3,MA,1.0320622902811
2010,3,PR,9.4999582173236
2010,3,RS,7.2570039471533
2010,3,RO,3.7624141581246
2010,3,TO,3.9098229776419
2011,3,DF,15.189132194105
2011,3,GO,7.0404551259971
2011,3,MS,7.1797581403857
2011,3,RS,8.9998697166135
2011,3,MA,1.1650487507422
2011,3,PE,3.0745250810327
2011,3,RR,1.2167048852444
2011,3,RO,3.9439096933005
2011,3,TO,3.5620948492896
2011,3,AL,2.1784050858614
2011,3,SP,14.68895053315
2011,3,PB,2.9957184597333
2011,3,RN,3.4854500924392
2011,3,PR,10.800758215356
2011,3,RJ,10.223353712202
2011,3,SE,2.9251693772343
2011,3,AM,2.1606005766385
2011,3,PA,1.637844914825
2011,3,AP,0.50513348249359
2011,3,SC,10.020283475737
2011,3,BA,2.9282924491325
2011,3,ES,6.8655560588025
2011,3,MG,7.4073713102754
2011,3,CE,3.3374619530284
2011,3,MT,5.7007263628941
2011,3,AC,3.1536658946315
2011,3,PI,1.9004546101165
2012,3,DF,16.77220318644
2012,3,RO,4.4592726698354
2012,3,SC,11.071796857512
2012,3,PR,11.865801775488
2012,3,MG,8.4957704311563
2012,3,PE,3.8947848023244
2012,3,AC,3.7329760509127
2012,3,SE,3.5772135192984
2012,3,SP,17.254787878835
2012,3,RR,3.2019506385864
2012,3,PB,3.6512449883942
2012,3,RS,10.294863301832
2012,3,MT,6.4699261540342
2012,3,AM,3.1331755765879
2012,3,PA,2.0374948345789
2012,3,AL,2.7506109747027
2012,3,RJ,11.981154915859
2012,3,MS,8.2996031489757
2012,3,PI,2.403431092085
2012,3,TO,4.1133256187657
2012,3,ES,8.2350699024785
2012,3,AP,0.61098843929791
2012,3,MA,1.4775950418226
2012,3,CE,3.947476089846
2012,3,RN,4.5759795308656
2012,3,BA,3.7318548125379
2012,3,GO,7.8883982930598
2013,3,RR,4.9827058893688
2013,3,PA,2.7011649650508
2013,3,PB,4.5834642798449
2013,3,RN,5.7082310316777
2013,3,ES,10.070437473641
2013,3,BA,4.7151246661368
2013,3,SC,13.134401029495
2013,3,AL,3.6268840792147
2013,3,PI,3.1529878370563
2013,3,PR,13.821779763286
2013,3,AM,4.0174492513892
2013,3,SP,18.824609852043
2013,3,AC,4.3655259849286
2013,3,RO,5.1738635770444
2013,3,PE,4.6665624606708
2013,3,SE,4.6972642047083
2013,3,RS,11.928287685068
2013,3,GO,9.6059363807873
2013,3,MA,2.0607317441514
2013,3,MT,7.9992976680525
2013,3,CE,4.8748983994316
2013,3,TO,5.0891800346196
2013,3,AP,1.8224969295822
2013,3,DF,18.987688274108
2013,3,MG,9.890290426773
2013,3,RJ,14.34799845854
2013,3,MS,9.6675085437526
2014,3,MT,8.4902704586544
2014,3,BA,4.8393869319324
2014,3,RN,6.2438221685563
2014,3,RR,5.8120523201495
