cod;nome;período;valor
35;SP;2014;35.19
42;SC;2014;31.81
12;AC;2014;53.11
27;AL;2014;153.52
13;AM;2014;68.75
16;AP;2014;75.38
29;BA;2014;87.53
23;CE;2014;76.87
53;DF;2014;86.01
32;ES;2014;105.04
52;GO;2014;100.36
21;MA;2014;74.17
31;MG;2014;54.15
28;SE;2014;113.52
43;RS;2014;61.58
14;RR;2014;49.46
11;RO;2014;62.01
16;AP;2015;85.46
14;RR;2015;82.36
11;RO;2015;63.52
24;RN;2015;120.33
33;RJ;2015;75.49
26;PE;2015;103.29
25;PB;2015;101.94
52;GO;2015;102.29
27;AL;2015;131.13
22;PI;2015;38.4
15;PA;2015;95.58
51;MT;2015;79.68
50;MS;2015;52.45
31;MG;2015;51.85
21;MA;2015;71.31
32;ES;2015;92.13
53;DF;2015;66.77
23;CE;2015;68.03
29;BA;2015;86.3
43;RS;2015;65.52
13;AM;2015;77.94
12;AC;2015;51.59
41;PR;2015;35.52
42;SC;2015;41.35
28;SE;2015;139.6
35;SP;2015;29.81
17;TO;2015;57.8
21;MA;2016;71.43
17;TO;2016;71.43
35;SP;2016;24.95
28;SE;2016;156.75
42;SC;2016;38.81
43;RS;2016;68.49
14;RR;2016;84.42
11;RO;2016;76.28
24;RN;2016;138.33
33;RJ;2016;90.81
41;PR;2016;36.4
22;PI;2016;44.74
26;PE;2016;117.06
25;PB;2016;89.28
15;PA;2016;105.91
51;MT;2016;77.46
50;MS;2016;51.22
31;MG;2016;51.27
52;GO;2016;102.96
32;ES;2016;78.91
53;DF;2016;64.74
23;CE;2016;73.47
29;BA;2016;102.04
16;AP;2016;117.17
13;AM;2016;77.46
27;AL;2016;136.44
12;AC;2016;88.38
42;SC;2017;41.09
14;RR;2017;100.14
11;RO;2017;58.51
24;RN;2017;165.96
33;RJ;2017;98.02
41;PR;2017;35.81
22;PI;2017;41.13
26;PE;2017;144.9
25;PB;2017;90.07
15;PA;2017;114.1
51;MT;2017;70.68
50;MS;2017;53.33
31;MG;2017;46.94
21;MA;2017;67.71
52;GO;2017;97.62
32;ES;2017;91.72
53;DF;2017;50.39
23;CE;2017;143.16
29;BA;2017;106.87
16;AP;2017;102.41
13;AM;2017;89.57
27;AL;2017;132.04
12;AC;2017;123.57
28;SE;2017;136.15
35;SP;2017;23.63
43;RS;2017;68.77
17;TO;2017;68.66
15;PA;2018;111.13
17;TO;2018;70.67
21;MA;2018;59.2
22;PI;2018;38.08
23;CE;2018;129.44
24;RN;2018;137.06
25;PB;2018;83.93
26;PE;2018;110.65
27;AL;2018;95.26
28;SE;2018;120.67
29;BA;2018;98.47
31;MG;2018;36.86
32;ES;2018;74.4
33;RJ;2018;99.56
35;SP;2018;18.06
41;PR;2018;32.39
42;SC;2018;22.53
43;RS;2018;50.86
50;MS;2018;43.83
51;MT;2018;60.47
52;GO;2018;88.51
53;DF;2018;42.12
11;RO;2018;52.57
12;AC;2018;96.41
13;AM;2018;80.46
14;RR;2018;157.83
16;AP;2018;111.77
42;SC;2019;23.2
41;PR;2019;26.55
35;SP;2019;16.81
33;RJ;2019;54.83
50;MS;2019;37.96
32;ES;2019;67.38
51;MT;2019;52.77
52;GO;2019;73.85
53;DF;2019;40.37
31;MG;2019;30.53
29;BA;2019;90.85
28;SE;2019;102.42
27;AL;2019;83.73
26;PE;2019;88.66
25;PB;2019;61.46
24;RN;2019;105.4
23;CE;2019;63.91
22;PI;2019;35.46
21;MA;2019;49.32
17;TO;2019;54.95
16;AP;2019;99.53
15;PA;2019;84.4
14;RR;2019;73.78
43;RS;2019;39.06
13;AM;2019;78.36
12;AC;2019;74
11;RO;2019;47.79
50;MS;2020;36.59
11;RO;2020;51.11
12;AC;2020;66.34
13;AM;2020;63.43
14;RR;2020;69.19
15;PA;2020;67.67
16;AP;2020;96.4
17;TO;2020;59.44
21;MA;2020;59.45
22;PI;2020;40.2
23;CE;2020;102.8
24;RN;2020;107.4
25;PB;2020;69.23
26;PE;2020;94.89
27;AL;2020;98.16
28;SE;2020;98.29
29;BA;2020;103.9
31;MG;2020;27.57
32;ES;2020;70.67
33;RJ;2020;74.4
35;SP;2020;16.7
41;PR;2020;34.97
42;SC;2020;26.73
43;RS;2020;41.62
51;MT;2020;55.62
52;GO;2020;69
53;DF;2020;34.75
11;RO;2021;57.74
12;AC;2021;42.03
13;AM;2021;85.13
14;RR;2021;83.25
15;PA;2021;65.97
16;AP;2021;120.1
17;TO;2021;51.94
21;MA;2021;56.34
22;PI;2021;47.85
23;CE;2021;88.05
24;RN;2021;93.59
25;PB;2021;69.43
26;PE;2021;81.83
27;AL;2021;85.76
28;SE;2021;80.77
29;BA;2021;107.2
31;MG;2021;27.36
32;ES;2021;67.47
33;RJ;2021;70.69
35;SP;2021;14.85
41;PR;2021;42.5
42;SC;2021;23.94
43;RS;2021;37.89
53;DF;2021;30.33
52;GO;2021;54.33
51;MT;2021;49.53
50;MS;2021;44.38
