cod;nome;período;valor
43;RS;2018;4.67
27;AL;2018;4.37
51;MT;2018;6.18
17;TO;2018;6.14
32;ES;2018;5.96
29;BA;2018;5.96
26;PE;2018;5.68
15;PA;2018;8.28
24;RN;2018;7.56
13;AM;2018;7.16
52;GO;2018;7.01
35;SP;2018;1.92
23;CE;2018;12.86
14;RR;2018;15.01
42;SC;2018;2.48
22;PI;2018;3.24
41;PR;2018;3.31
28;SE;2018;3.58
16;AP;2018;3.63
31;MG;2018;3.73
53;DF;2018;3.77
21;MA;2018;3.84
50;MS;2018;5.37
12;AC;2018;8.52
25;PB;2019;3.84
52;GO;2019;5.08
28;SE;2019;5.26
17;TO;2019;5.27
13;AM;2019;5.72
32;ES;2019;5.78
29;BA;2019;5.86
15;PA;2019;5.87
23;CE;2019;5.87
14;RR;2019;9.64
24;RN;2019;7.67
12;AC;2019;7.11
27;AL;2019;7.02
51;MT;2019;4.7
35;SP;2019;1.58
22;PI;2019;2.57
33;RJ;2019;2.67
41;PR;2019;2.82
31;MG;2019;3.16
21;MA;2019;3.23
50;MS;2019;3.44
11;RO;2019;4.95
53;DF;2019;3.85
42;SC;2019;3.88
43;RS;2019;4.51
26;PE;2019;4.75
16;AP;2019;4.9
28;SE;2020;3.83
11;RO;2020;6.37
12;AC;2020;5.69
13;AM;2020;3.94
14;RR;2020;6.99
15;PA;2020;4.65
16;AP;2020;5.92
21;MA;2020;4.22
22;PI;2020;2.99
23;CE;2020;8.64
24;RN;2020;6.02
25;PB;2020;5.39
26;PE;2020;5.27
27;AL;2020;7.01
29;BA;2020;6.32
31;MG;2020;2.55
32;ES;2020;6.08
33;RJ;2020;3.95
35;SP;2020;1.58
41;PR;2020;2.73
42;SC;2020;3.06
43;RS;2020;4.69
51;MT;2020;6.73
52;GO;2020;4.05
50;MS;2020;5.1
53;DF;2020;2.1
17;TO;2020;4.6
50;MS;2021;5.51
43;RS;2021;4.16
42;SC;2021;1.69
41;PR;2021;3.88
35;SP;2021;1.39
33;RJ;2021;3.71
32;ES;2021;6.56
31;MG;2021;2.54
13;AM;2021;6.74
12;AC;2021;7.15
26;PE;2021;5.9
29;BA;2021;6.52
28;SE;2021;3.61
27;AL;2021;5.26
25;PB;2021;4.58
24;RN;2021;5.39
23;CE;2021;8.52
22;PI;2021;3.92
21;MA;2021;3.75
11;RO;2021;5.74
17;TO;2021;3.52
16;AP;2021;4.76
15;PA;2021;5.25
14;RR;2021;5.56
53;DF;2021;2.78
52;GO;2021;3.9
51;MT;2021;5.13
