"Código","Unidade Territorial","Referência","Quantidade total de famílias com cadastro atualizado","Média geral de atualização de todo o cadastro","Quantidade de famílias em situação de pobreza, segundo a faixa do Programa Bolsa Família*, com cadastro atualizado","Quantidade de famílias de baixa renda** com cadastro atualizado","Quantidade de famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda) com cadastro atualizado","Quantidade de famílias com renda per capita mensal maior que meio salário-mínimo*** com cadastro atualizado","Quantidade de famílias com renda zero com cadastro atualizado","TAC - Taxa de atualização cadastral das famílias com renda per capita mensal até meio salário mínimo (Pobreza + Baixa renda)"
"35","SÃO PAULO","09/2023","4661026","73,08","2505277","917749","3423026","1238000","1054957","82,33"
"41","PARANÁ","09/2023","1385534","74,75","573119","357366","930485","455049","207561","84,61"
"42","SANTA CATARINA","09/2023","514298","73,94","214665","130404","345069","169229","90463","83,12"
"43","RIO GRANDE DO SUL","09/2023","1217568","77,25","614393","236987","851380","366188","264703","86,41"
"50","MATO GROSSO DO SUL","09/2023","484556","77,31","203487","114103","317590","166966","68691","86,27"
"51","MATO GROSSO","09/2023","565772","75,14","249343","126119","375462","190310","51000","84,34"
"52","GOIÁS","09/2023","1076172","79,31","480654","268561","749215","326957","71249","86,73"
"53","DISTRITO FEDERAL","09/2023","336962","87,84","199477","71818","271295","65667","81845","92,79"
"11","RONDÔNIA","10/2023","279194","74,97","119465","68438","187903","91291","11946","83,86"
"12","ACRE","10/2023","174925","83,45","119476","29749","149225","25700","33938","88,17"
"13","AMAZONAS","10/2023","915827","85,44","649406","118179","767585","148242","43469","90,89"
"14","RORAIMA","10/2023","110899","76,38","66103","24223","90326","20573","14981","81,82"
"15","PARÁ","10/2023","1922500","81,52","1302970","282362","1585332","337168","174301","87,41"
"16","AMAPÁ","10/2023","187584","83,03","129682","26921","156603","30981","20807","89,18"
"17","TOCANTINS","10/2023","291272","77,16","135627","69895","205522","85750","22423","85,40"
"21","MARANHÃO","10/2023","1589383","80,79","1123329","214062","1337391","251992","128224","87,02"
"22","PIAUÍ","10/2023","841522","83,97","578993","114908","693901","147621","137208","90,39"
"23","CEARÁ","10/2023","2083422","81,17","1369592","345167","1714759","368663","310558","88,33"
"24","RIO GRANDE DO NORTE","10/2023","737166","80,68","471610","128842","600452","136714","122596","88,52"
"25","PARAÍBA","10/2023","937945","80,62","644219","140419","784638","153307","209940","88,52"
"26","PERNAMBUCO","10/2023","2355987","81,14","1596051","358411","1954462","401525","432944","88,30"
"27","ALAGOAS","10/2023","740615","80,52","495283","109217","604500","136115","96850","87,08"
"28","SERGIPE","10/2023","562103","81,08","378680","87272","465952","96151","41818","88,64"
"29","BAHIA","10/2023","3649037","80,88","2399425","559882","2959307","689730","561615","88,30"
"31","MINAS GERAIS","10/2023","2955439","75,67","1414754","671648","2086402","869037","558638","84,69"
"32","ESPÍRITO SANTO","10/2023","592114","76,96","275196","139810","415006","177108","98789","84,73"
"33","RIO DE JANEIRO","10/2023","2861714","80,77","1884559","403686","2288245","573469","909533","87,64"
"35","SÃO PAULO","10/2023","4675817","72,84","2370243","944973","3315216","1360601","976383","82,54"
"41","PARANÁ","10/2023","1389991","74,58","540026","355073","895099","494892","191582","85,03"
"42","SANTA CATARINA","10/2023","516366","73,72","199447","131769","331216","185150","82136","83,45"
"43","RIO GRANDE DO SUL","10/2023","1224860","77,09","577680","244570","822250","402610","244215","86,64"
"50","MATO GROSSO DO SUL","10/2023","485215","76,97","191322","114413","305735","179480","63472","86,40"
"51","MATO GROSSO","10/2023","567138","74,93","234852","127396","362248","204890","47008","84,57"
"52","GOIÁS","10/2023","1078653","78,92","454301","268458","722759","355894","66648","86,71"
"53","DISTRITO FEDERAL","10/2023","341246","87,83","191654","74016","265670","75576","77684","92,83"
"11","RONDÔNIA","11/2023","280014","74,70","120876","68451","189327","90687","12387","83,78"
"12","ACRE","11/2023","176081","83,52","120815","29635","150450","25631","34188","88,35"
"13","AMAZONAS","11/2023","922355","85,64","657156","117825","774981","147374","42997","91,19"
"14","RORAIMA","11/2023","113537","77,23","68484","24529","93013","20524","15723","82,89"
"15","PARÁ","11/2023","1931114","81,49","1315641","281541","1597182","333932","176077","87,53"
"16","AMAPÁ","11/2023","188517","83,06","130840","26750","157590","30927","21045","89,27"
"17","TOCANTINS","11/2023","293696","77,33","137717","70248","207965","85731","23045","85,68"
"21","MARANHÃO","11/2023","1586323","80,47","1125721","211969","1337690","248633","127660","86,77"
"22","PIAUÍ","11/2023","846266","84,21","585642","114255","699897","146369","138895","90,88"
"23","CEARÁ","11/2023","2089069","81,07","1382257","342544","1724801","364268","315416","88,40"
"24","RIO GRANDE DO NORTE","11/2023","740528","80,76","477233","128246","605479","135049","124681","88,82"
"25","PARAÍBA","11/2023","943923","80,87","651991","139790","791781","152142","211845","88,98"
"26","PERNAMBUCO","11/2023","2376543","81,54","1620124","358182","1978306","398237","442800","88,96"
"27","ALAGOAS","11/2023","746934","80,85","503091","108685","611776","135158","98543","87,67"
"28","SERGIPE","11/2023","566003","81,43","383438","87244","470682","95321","42882","89,27"
"29","BAHIA","11/2023","3673960","81,11","2434379","557653","2992032","681928","571651","88,79"
"31","MINAS GERAIS","11/2023","2971689","75,61","1438825","670943","2109768","861921","570633","84,89"
"32","ESPÍRITO SANTO","11/2023","595219","76,83","279789","139343","419132","176087","101522","84,85"
"33","RIO DE JANEIRO","11/2023","2901234","81,31","1925623","403745","2329368","571866","932491","88,44"
"35","SÃO PAULO","11/2023","4726228","73,09","2428630","945396","3374026","1352202","1005409","83,14"
"41","PARANÁ","11/2023","1399376","74,59","551316","355836","907152","492224","197133","85,30"
"42","SANTA CATARINA","11/2023","521345","73,73","205190","132364","337554","183791","84917","83,86"
"43","RIO GRANDE DO SUL","11/2023","1238267","77,21","591964","244513","836477","401790","253119","87,00"
"50","MATO GROSSO DO SUL","11/2023","488153","76,92","194873","114682","309555","178598","65297","86,59"
"51","MATO GROSSO","11/2023","570378","74,87","238479","127760","366239","204139","47952","84,70"
"52","GOIÁS","11/2023","1087669","78,84","461929","269716","731645","356024","68285","86,75"
"53","DISTRITO FEDERAL","11/2023","345770","87,96","195874","74208","270082","75688","79998","93,03"
"11","RONDÔNIA","12/2023","279510","74,02","122087","67753","189840","89670","13100","83,10"
"12","ACRE","12/2023","174771","82,43","120649","28933","149582","25189","33993","87,27"
"13","AMAZONAS","12/2023","923778","85,02","662745","115642","778387","145391","42561","90,56"
"14","RORAIMA","12/2023","115446","77,35","70519","24567","95086","20360","16535","83,11"
"15","PARÁ","12/2023","1930043","80,92","1322607","278336","1600943","329100","177544","87,02"
"16","AMAPÁ","12/2023","187637","82,22","130938","26149","157087","30550","21405","88,42"
"17","TOCANTINS","12/2023","294312","76,97","139596","69926","209522","84790","23603","85,35"
"21","MARANHÃO","12/2023","1571610","79,36","1122693","206684","1329377","242233","127071","85,66"
"22","PIAUÍ","12/2023","841430","83,37","587893","111570","699463","141967","140260","90,24"
"23","CEARÁ","12/2023","2088586","80,64","1393391","338023","1731414","357172","320964","88,11"
"24","RIO GRANDE DO NORTE","12/2023","737220","79,99","479784","125434","605218","132002","126407","88,15"
"25","PARAÍBA","12/2023","942526","80,38","656331","137085","793416","149110","213470","88,61"
"26","PERNAMBUCO","12/2023","2377249","81,17","1633446","353022","1986468","390781","450724","88,72"
"27","ALAGOAS","12/2023","749350","80,65","509121","107115","616236","133114","100331","87,65"
"28","SERGIPE","12/2023","564156","80,88","384620","86005","470625","93531","43512","88,82"
"29","BAHIA","12/2023","3659567","80,40","2449036","545785","2994821","664746","578894","88,21"
"31","MINAS GERAIS","12/2023","2967326","74,99","1453875","663782","2117657","849669","579417","84,34"
"32","ESPÍRITO SANTO","12/2023","596028","76,27","283531","137862","421393","174635","104089","84,39"
"33","RIO DE JANEIRO","12/2023","2920412","81,02","1954685","398820","2353505","566907","953169","88,25"
"35","SÃO PAULO","12/2023","4756797","72,97","2480156","938119","3418275","1338522","1033692","83,21"
"41","PARANÁ","12/2023","1401770","74,19","560835","353532","914367","487403","202023","84,98"
"42","SANTA CATARINA","12/2023","523097","73,24","209846","131898","341744","181353","87486","83,62"
"43","RIO GRANDE DO SUL","12/2023","1241191","76,70","603553","241025","844578","396613","261271","86,63"
"50","MATO GROSSO DO SUL","12/2023","486776","76,11","197506","113675","311181","175595","66666","86,02"
"51","MATO GROSSO","12/2023","571601","74,45","241330","127215","368545","203056","48761","84,33"
"52","GOIÁS","12/2023","1087942","78,04","468240","267410","735650","352292","70098","85,98"
"53","DISTRITO FEDERAL","12/2023","349134","87,89","199676","74183","273859","75275","82140","93,04"
"11","RONDÔNIA","01/2024","264144","74,66","116878","65399","182277","81867","12585","83,91"
"12","ACRE","01/2024","167044","82,38","117456","27462","144918","22126","33465","87,02"
"13","AMAZONAS","01/2024","878604","85,19","637985","110166","748151","130453","41399","90,63"
"14","RORAIMA","01/2024","111914","78,29","69450","24451","93901","18013","16534","83,96"
"15","PARÁ","01/2024","1828770","81,69","1271144","263293","1534437","294333","172849","87,59"
"16","AMAPÁ","01/2024","174929","82,56","123885","24187","148072","26857","20457","88,67"
"17","TOCANTINS","01/2024","285747","77,99","137972","69988","207960","77787","23539","86,24"
"21","MARANHÃO","01/2024","1503607","79,87","1090520","197838","1288358","215249","123921","85,85"
"22","PIAUÍ","01/2024","805454","83,54","571522","110008","681530","123924","137229","89,97"
"23","CEARÁ","01/2024","2006110","80,92","1358259","332389","1690648","315462","315206","87,97"
"24","RIO GRANDE DO NORTE","01/2024","705117","80,17","466689","121318","588007","117110","124430","87,92"
"25","PARAÍBA","01/2024","899510","80,62","636492","132359","768851","130659","207600","88,46"
"26","PERNAMBUCO","01/2024","2238113","81,48","1569740","327211","1896951","341162","440488","88,69"
"27","ALAGOAS","01/2024","721937","81,19","497388","105105","602493","119444","99119","87,77"
"28","SERGIPE","01/2024","526600","81,44","367136","79121","446257","80343","42704","88,87"
"29","BAHIA","01/2024","3465412","80,56","2363241","516225","2879466","585946","569371","88,08"
"31","MINAS GERAIS","01/2024","2863336","75,36","1422357","666480","2088837","774499","568554","84,42"
"32","ESPÍRITO SANTO","01/2024","570209","76,48","275304","136856","412160","158049","101952","84,30"
"33","RIO DE JANEIRO","01/2024","2721782","80,83","1846358","374466","2220824","500958","910405","87,87"
"35","SÃO PAULO","01/2024","4590514","73,25","2426449","947365","3373814","1216700","1015278","83,19"
"41","PARANÁ","01/2024","1357319","74,67","550800","358782","909582","447737","199164","85,20"
"42","SANTA CATARINA","01/2024","509463","73,86","206626","136445","343071","166392","86115","83,99"
"43","RIO GRANDE DO SUL","01/2024","1194345","77,04","590302","241338","831640","362705","256682","86,82"
"50","MATO GROSSO DO SUL","01/2024","469660","76,72","193300","114839","308139","161521","65388","86,74"
"51","MATO GROSSO","01/2024","552593","75,44","235759","128370","364129","188464","47985","85,43"
"52","GOIÁS","01/2024","1042968","78,46","455148","266025","721173","321795","68886","86,43"
"53","DISTRITO FEDERAL","01/2024","336847","87,96","195570","74004","269574","67273","81206","92,96"
"11","RONDÔNIA","02/2024","263287","74,33","111576","65251","176827","86460","12024","83,89"
"12","ACRE","02/2024","166162","82,13","113234","29004","142238","23924","31567","87,07"
"13","AMAZONAS","02/2024","875627","85,25","620329","114406","734735","140892","39472","90,90"
"14","RORAIMA","02/2024","112966","78,48","67289","25363","92652","20314","15771","84,37"
"15","PARÁ","02/2024","1814093","81,27","1225997","272804","1498801","315292","163896","87,44"
"16","AMAPÁ","02/2024","173072","82,04","119169","25118","144287","28785","19345","88,36"
"17","TOCANTINS","02/2024","286104","77,90","132899","70172","203071","83033","22265","86,45"
"21","MARANHÃO","02/2024","1490169","79,52","1058384","204361","1262745","227424","118665","85,86"
"22","PIAUÍ","02/2024","792572","82,52","551474","112991","664465","128107","129944","89,56"
"23","CEARÁ","02/2024","1998968","80,75","1316232","344557","1660789","338179","301342","88,12"
"24","RIO GRANDE DO NORTE","02/2024","699137","79,71","450100","124415","574515","124622","118952","87,80"
"25","PARAÍBA","02/2024","890679","80,20","614085","136416","750501","140178","197790","88,46"
"26","PERNAMBUCO","02/2024","2216557","81,14","1516648","336943","1853591","362966","423436","88,74"
"27","ALAGOAS","02/2024","716648","80,88","479303","109718","589021","127627","94144","87,84"
"28","SERGIPE","02/2024","520470","80,87","353491","81376","434867","85603","40530","88,66"
"29","BAHIA","02/2024","3422437","79,97","2276624","527144","2803768","618669","543826","87,90"
"31","MINAS GERAIS","02/2024","2845377","74,95","1351412","668837","2020249","825128","525708","84,44"
"32","ESPÍRITO SANTO","02/2024","566806","76,09","260680","137258","397938","168868","94511","84,35"
"33","RIO DE JANEIRO","02/2024","2674187","80,19","1735003","392358","2127361","546826","840430","87,57"
"35","SÃO PAULO","02/2024","4564590","72,91","2289565","964484","3254049","1310541","935568","83,36"
"41","PARANÁ","02/2024","1353089","74,28","519756","356740","876496","476593","182866","85,20"
"42","SANTA CATARINA","02/2024","508454","73,52","192591","137181","329772","178682","77440","84,01"
"43","RIO GRANDE DO SUL","02/2024","1187326","76,68","556295","246041","802336","384990","235403","86,92"
"50","MATO GROSSO DO SUL","02/2024","466658","76,07","182037","113995","296032","170626","59812","86,65"
"51","MATO GROSSO","02/2024","550499","74,99","223148","128373","351521","198978","44400","85,18"
"52","GOIÁS","02/2024","1036914","77,72","431950","264134","696084","340830","63726","85,96"
"53","DISTRITO FEDERAL","02/2024","334426","87,52","184704","75571","260275","74151","75204","92,70"
"11","RONDÔNIA","03/2024","265594","74,17","113962","65699","179661","85933","12959","83,76"
"12","ACRE","03/2024","165572","81,45","113901","28461","142362","23210","31673","86,62"
"13","AMAZONAS","03/2024","882998","85,16","630252","113162","743414","139584","39159","90,82"
"14","RORAIMA","03/2024","115618","78,74","69714","25826","95540","20078","16809","84,67"
"15","PARÁ","03/2024","1822132","81,00","1240837","271088","1511925","310207","166405","87,33"
"16","AMAPÁ","03/2024","172837","81,48","119934","24625","144559","28278","19746","87,83"
"17","TOCANTINS","03/2024","287679","77,68","135215","70249","205464","82215","22788","86,39"
"21","MARANHÃO","03/2024","1493364","79,34","1070374","201721","1272095","221269","119985","85,95"
"22","PIAUÍ","03/2024","791335","82,03","555985","110942","666927","124408","131772","89,35"
"23","CEARÁ","03/2024","2003285","80,47","1328351","342860","1671211","332074","308727","88,01"
"24","RIO GRANDE DO NORTE","03/2024","699617","79,33","454661","122984","577645","121972","121269","87,65"
"25","PARAÍBA","03/2024","893043","79,98","620356","135365","755721","137322","200165","88,42"
"26","PERNAMBUCO","03/2024","2218992","80,91","1528555","334526","1863081","355911","431987","88,64"
"27","ALAGOAS","03/2024","721348","80,72","485795","108738","594533","126815","96189","87,85"
"28","SERGIPE","03/2024","522016","80,63","356214","81487","437701","84315","41600","88,55"
"29","BAHIA","03/2024","3423344","79,58","2300940","519808","2820748","602596","554245","87,76"
"31","MINAS GERAIS","03/2024","2850547","74,44","1369889","666058","2035947","814600","535127","84,13"
"32","ESPÍRITO SANTO","03/2024","569330","75,75","264894","136883","401777","167553","97368","84,11"
"33","RIO DE JANEIRO","03/2024","2683235","79,68","1756898","388611","2145509","537726","857595","87,25"
